TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Mischief,2023,3,29,0,0,35XX ADANAC ST,Hastings-Sunrise,498034.2183,5458292.653
Mischief,2023,12,27,7,45,35XX E PENDER ST,Hastings-Sunrise,497948.8956,5458602.068
Mischief,2023,1,30,2,43,35XX E PENDER ST,Hastings-Sunrise,498119.0821,5458610.75
Mischief,2023,12,5,17,0,35XX W 13TH AVE,Kitsilano,486707.0868,5456449.96
Mischief,2023,4,6,22,0,35XX W 14TH AVE,Kitsilano,486732.901,5456347.531
Mischief,2023,1,11,12,0,35XX W 16TH AVE,Dunbar-Southlands,486763.6808,5456125.397
Mischief,2023,3,4,0,0,35XX W 1ST AVE,Kitsilano,486717.0554,5457623.661
Mischief,2023,3,6,11,5,35XX W 1ST AVE,Kitsilano,486767.5826,5457622.251
Mischief,2023,3,26,22,0,35XX W 1ST AVE,Kitsilano,486767.8387,5457631.393
Mischief,2023,11,3,11,10,35XX W 38TH AVE,Dunbar-Southlands,486689.7935,5453903.416
Mischief,2023,1,29,14,30,35XX W 41ST AVE,Dunbar-Southlands,486663.1004,5453574.798
Mischief,2023,2,2,2,45,35XX W 41ST AVE,Dunbar-Southlands,486741.241,5453565.286
Mischief,2023,2,9,11,0,35XX W 41ST AVE,Dunbar-Southlands,486741.241,5453565.286
Mischief,2023,3,16,5,30,35XX W 4TH AVE,Kitsilano,486676.7791,5457333.863
Mischief,2023,1,29,15,6,36XX E HASTINGS ST,Hastings-Sunrise,498239.5758,5458714.122
Mischief,2023,4,23,5,0,36XX E PENDER ST,Hastings-Sunrise,498133.027,5458601.657
Mischief,2023,6,26,21,30,36XX FRANKLIN ST,Hastings-Sunrise,498140.8921,5458806.746
Mischief,2023,8,7,5,40,36XX LOUGHEED HWY,Hastings-Sunrise,498259.5936,5456983.111
Mischief,2023,4,9,22,8,36XX NAPIER ST,Hastings-Sunrise,498223.5696,5458024.177
Mischief,2023,5,18,22,0,36XX TURNER ST,Hastings-Sunrise,498171.3628,5458473.585
Mischief,2023,3,12,19,50,36XX W 10TH AVE,Kitsilano,486485.2478,5456767.377
Mischief,2023,4,16,11,10,36XX W 10TH AVE,Kitsilano,486485.2478,5456767.377
Mischief,2023,5,4,20,50,36XX W 4TH AVE,Kitsilano,486501.884,5457337.245
Mischief,2023,5,23,19,0,36XX W 4TH AVE,Kitsilano,486547.4779,5457327.239
Mischief,2023,4,5,22,0,36XX W 5TH AVE,Kitsilano,486599.0911,5457239.093
Mischief,2023,2,23,16,38,36XX W 6TH AVE,Kitsilano,486579.2861,5457138.365
Mischief,2023,10,3,15,0,36XX W 8TH AVE,Kitsilano,486554.235,5456952.548
Mischief,2023,2,11,10,25,36XX W BROADWAY AVE,Kitsilano,486592.1966,5456863.265
Mischief,2023,6,24,19,0,36XX W BROADWAY AVE,Kitsilano,486597.7935,5456853.965
Mischief,2023,1,15,23,0,36XX WILLIAM ST,Hastings-Sunrise,498215.1764,5457924.35
Mischief,2023,3,21,18,30,37XX W 10TH AVE,West Point Grey,486422.6606,5456769.925
Mischief,2023,3,21,16,30,37XX W 10TH AVE,West Point Grey,486428.011,5456769.695
Mischief,2023,10,27,0,0,37XX W 11TH AVE,West Point Grey,486387.8871,5456656.892
Mischief,2023,6,30,18,0,37XX W 5TH AVE,West Point Grey,486484.1612,5457233.351
Mischief,2023,6,4,5,0,37XX W 7TH AVE,West Point Grey,486391.9608,5457046.951
Mischief,2023,12,22,0,0,38XX W 31ST AVE,Dunbar-Southlands,486284.8622,5454623.959
Mischief,2023,7,11,11,0,39XX QUESNEL DR,Dunbar-Southlands,487379.1643,5455420.544
Mischief,2023,3,15,22,39,39XX W 16TH AVE,West Point Grey,486009.1749,5456173.834
Mischief,2023,12,16,21,10,39XX W 16TH AVE,West Point Grey,486009.1749,5456173.834
Mischief,2023,8,9,12,2,39XX W 20TH AVE,Dunbar-Southlands,486051.7628,5455783.434
Mischief,2023,7,28,13,59,39XX W 36TH AVE,Dunbar-Southlands,486087.6257,5454106.577
Mischief,2023,6,16,18,0,39XX W 37TH AVE,Dunbar-Southlands,485960.5738,5454004.655
Mischief,2023,1,6,22,45,39XX W BROADWAY AVE,West Point Grey,485971.5115,5456934.662
Mischief,2023,1,1,1,45,39XX W BROADWAY AVE,West Point Grey,486049.8661,5456912.574
Mischief,2023,6,18,20,6,3XX GARDEN DR,Grandview-Woodland,495790.0269,5458789.453
Mischief,2023,3,17,13,0,3XX KASLO ST,Hastings-Sunrise,496611.0317,5458723.452
Mischief,2023,4,16,20,0,3XX KASLO ST,Hastings-Sunrise,496611.0317,5458723.452
Mischief,2023,12,18,15,0,3XX LAKEWOOD DR,Grandview-Woodland,495518.4623,5458813.552
Mischief,2023,3,17,13,0,3XX RENFREW ST,Hastings-Sunrise,496795.8959,5458794.76
Mischief,2023,12,3,11,30,3XX RENFREW ST,Hastings-Sunrise,496795.9891,5458797.26
Mischief,2023,7,1,7,35,3XX RENFREW ST,Hastings-Sunrise,496805.6453,5458810.807
Mischief,2023,9,27,1,12,3XX RENFREW ST,Hastings-Sunrise,496805.6453,5458810.807
Mischief,2023,12,29,10,7,3XX RENFREW ST,Hastings-Sunrise,496805.6453,5458810.807
Mischief,2023,5,17,23,28,3XX SEMLIN DR,Grandview-Woodland,495376.3666,5458790.257
Mischief,2023,5,11,0,0,3XX VICTORIA DR,Grandview-Woodland,495236.3436,5458812.986
Mischief,2023,5,17,0,48,3XX VICTORIA DR,Grandview-Woodland,495236.3436,5458812.986
Mischief,2023,7,8,20,0,40XX W 27TH AVE,Dunbar-Southlands,485840.8505,5455051.672
Mischief,2023,7,9,0,12,40XX W 29TH AVE,Dunbar-Southlands,485765.1661,5454849.858
Mischief,2023,5,1,11,0,40XX W 30TH AVE,Dunbar-Southlands,485898.5699,5454733.714
Mischief,2023,3,13,17,0,40XX W 35TH AVE,Dunbar-Southlands,485873.9159,5454217.677
Mischief,2023,6,10,21,48,40XX W 37TH AVE,Dunbar-Southlands,485784.6141,5453997.775
Mischief,2023,2,12,17,5,40XX W 39TH AVE,Dunbar-Southlands,485822.1047,5453765.523
Mischief,2023,7,22,9,50,41XX W 10TH AVE,West Point Grey,485523.6762,5456792.194
Mischief,2023,3,27,17,0,41XX W 12TH AVE,West Point Grey,485562.2637,5456589.916
Mischief,2023,4,14,1,0,41XX W 15TH AVE,West Point Grey,485629.4476,5456271.308
Mischief,2023,2,1,18,58,42XX DUNBAR ST,Dunbar-Southlands,486516.8332,5455149.759
Mischief,2023,3,21,14,47,42XX DUNBAR ST,Dunbar-Southlands,486526.072,5455153.751
Mischief,2023,3,19,21,0,42XX NAUTILUS CLS,West Point Grey,485304.167,5457363.894
Mischief,2023,4,29,23,0,42XX W 11TH AVE,West Point Grey,485420.2048,5456693.488
Mischief,2023,1,10,3,4,43XX CAMOSUN ST,Dunbar-Southlands,485689.381,5455105.565
Mischief,2023,11,16,21,0,43XX DUNBAR ST,Dunbar-Southlands,486513.5265,5455007.049
Mischief,2023,8,16,19,30,43XX NW MARINE DR,West Point Grey,485144.8787,5457752.603
Mischief,2023,11,24,11,0,43XX W 10TH AVE,West Point Grey,485222.9314,5456791.012
Mischief,2023,7,1,0,0,43XX W 12TH AVE,West Point Grey,485076.3092,5456601.296
Mischief,2023,11,11,0,0,43XX W 9TH AVE,West Point Grey,485224.7744,5456887.968
Mischief,2023,1,14,17,55,44XX W 10TH AVE,West Point Grey,484863.7466,5456800.319
Mischief,2023,5,5,21,42,44XX W 5TH AVE,West Point Grey,485012.5748,5457274.946
Mischief,2023,5,26,12,0,45XX W 10TH AVE,West Point Grey,484686.5259,5456813.97
Mischief,2023,5,22,1,50,45XX W 11TH AVE,West Point Grey,484760.1635,5456710.814
Mischief,2023,12,11,11,0,45XX W 15TH AVE,West Point Grey,484765.9287,5456297.022
Mischief,2023,10,24,18,0,46XX W 10TH AVE,West Point Grey,484538.0404,5456817.794
Mischief,2023,10,24,23,0,46XX W 10TH AVE,West Point Grey,484538.0404,5456817.794
Mischief,2023,11,19,0,15,46XX W 10TH AVE,West Point Grey,484538.0404,5456817.794
Mischief,2023,12,2,10,53,46XX W 10TH AVE,West Point Grey,484538.0404,5456817.794
Mischief,2023,12,10,16,30,46XX W 10TH AVE,West Point Grey,484538.0404,5456817.794
Mischief,2023,12,14,7,49,46XX W 10TH AVE,West Point Grey,484538.0404,5456817.794
Mischief,2023,12,18,19,2,46XX W 10TH AVE,West Point Grey,484538.0404,5456817.794
Mischief,2023,7,28,6,15,46XX W 12TH AVE,West Point Grey,484420.2285,5456607.533
Mischief,2023,6,22,11,8,46XX W 13TH AVE,West Point Grey,484508.3612,5456505.905
Mischief,2023,8,13,19,25,48XX BLENHEIM ST,Dunbar-Southlands,486992.2071,5454425.357
Mischief,2023,8,29,5,3,48XX MACKENZIE ST,Dunbar-Southlands,487605.8264,5454421.306
Mischief,2023,3,8,15,20,48XX NW MARINE DR,West Point Grey,484016.1425,5458226.021
Mischief,2023,12,15,9,15,4XX COMMERCIAL DR,Grandview-Woodland,494884.4005,5458722.167
Mischief,2023,11,22,17,0,4XX KAMLOOPS ST,Hastings-Sunrise,496034.8069,5458708.699
Mischief,2023,9,15,21,30,4XX LAKEWOOD DR,Grandview-Woodland,495516.138,5458622.681
Mischief,2023,9,15,21,0,4XX LAKEWOOD DR,Grandview-Woodland,495517.2326,5458676.847
Mischief,2023,5,18,11,7,4XX PIPELINE RD,Stanley Park,490117.5187,5460671.1
Mischief,2023,1,23,2,13,4XX TEMPLETON DR,Grandview-Woodland,495657.9236,5458713.331
Mischief,2023,9,9,7,18,4XX WOODLAND DR,Grandview-Woodland,494722.1792,5458727.15
Mischief,2023,9,24,19,35,55XX ALMA ST,Dunbar-Southlands,486397.9528,5453679.848
Mischief,2023,9,24,13,0,55XX DUNBAR ST,Dunbar-Southlands,486507.2174,5453711.832
Mischief,2023,4,1,0,0,56XX MACKENZIE ST,Dunbar-Southlands,487601.2932,5453605.872
Mischief,2023,11,28,6,30,56XX OLYMPIC ST,Dunbar-Southlands,486201.8597,5453653.901
Mischief,2023,3,18,12,19,56XX STANLEY PARK DR,Stanley Park,489602.9925,5462180.041
Mischief,2023,6,21,16,0,56XX STANLEY PARK DR,Stanley Park,489602.9925,5462180.041
Mischief,2023,7,8,3,30,56XX STANLEY PARK DR,Stanley Park,489602.9925,5462180.041
Mischief,2023,7,1,18,15,56XX STANLEY PARK DR,Stanley Park,489610.2919,5462185.548
Mischief,2023,7,12,0,0,56XX STANLEY PARK DR,Stanley Park,489610.2919,5462185.548
Mischief,2023,10,7,18,0,57XX ADERA ST,Kerrisdale,489569.5079,5453498.378
Mischief,2023,1,23,18,0,57XX ALMA ST,Dunbar-Southlands,486395.2847,5453557.115
Mischief,2023,7,14,18,0,57XX HOLLAND ST,Dunbar-Southlands,486005.4268,5453558.367
Mischief,2023,3,4,18,0,57XX MARGUERITE ST,Kerrisdale,489459.4263,5453509.047
Mischief,2023,5,19,19,0,57XX VINE ST,Kerrisdale,488350.7152,5453486.682
Mischief,2023,8,28,18,0,57XX VINE ST,Kerrisdale,488351.33,5453513.492
Mischief,2023,9,9,1,0,57XX YEW ST,Kerrisdale,488455.4488,5453494.571
Mischief,2023,3,10,9,0,57XX YEW ST,Kerrisdale,488464.5901,5453494.349
Mischief,2023,1,13,20,0,58XX ADERA ST,Kerrisdale,489558.4988,5453407.751
Mischief,2023,2,21,2,0,58XX CHURCHILL ST,Kerrisdale,489696.1163,5453354.929
Mischief,2023,12,20,22,0,58XX CHURCHILL ST,Kerrisdale,489696.6262,5453378.565
Mischief,2023,11,24,7,30,58XX WEST BLVD,Kerrisdale,488667.251,5453384.916
Mischief,2023,5,12,15,4,59XX BALSAM ST,Kerrisdale,488251.967,5453285.152
Mischief,2023,2,2,10,31,5XX CASSIAR ST,Hastings-Sunrise,497761.0059,5458564.504
Mischief,2023,3,21,6,40,5XX CASSIAR ST,Hastings-Sunrise,497761.0059,5458564.504
Mischief,2023,9,11,7,53,5XX CASSIAR ST,Hastings-Sunrise,497761.0059,5458564.504
Mischief,2023,8,1,10,1,5XX CLARK DR,Grandview-Woodland,494390.2973,5458538.724
Mischief,2023,11,20,0,32,5XX CLARK DR,Grandview-Woodland,494390.2973,5458538.724
Mischief,2023,9,18,17,0,5XX KASLO ST,Hastings-Sunrise,496599.4111,5458526.019
Mischief,2023,11,29,12,15,5XX LILLOOET ST,Hastings-Sunrise,497170.1303,5458536.807
Mischief,2023,9,2,9,0,5XX PENTICTON ST,Hastings-Sunrise,496223.7417,5458607.888
Mischief,2023,10,29,16,38,5XX RUPERT ST,Hastings-Sunrise,497551.4993,5458587.469
Mischief,2023,7,26,8,53,5XX SLOCAN ST,Hastings-Sunrise,496406.9446,5458540.279
Mischief,2023,7,21,22,10,5XX STANLEY PARK DR,Stanley Park,490336.7195,5460528.921
Mischief,2023,11,5,13,30,5XX STANLEY PARK DR,Stanley Park,490336.7195,5460528.921
Mischief,2023,7,14,0,0,5XX VICTORIA DR,Grandview-Woodland,495234.3359,5458610.289
Mischief,2023,12,20,21,0,5XX WOODLAND DR,Grandview-Woodland,494719.8693,5458618.163
Mischief,2023,7,18,17,0,60XX ADERA ST,Kerrisdale,489562.6777,5453174.058
Mischief,2023,6,13,9,48,60XX EAST BLVD,Kerrisdale,488712.9521,5453238.056
Mischief,2023,3,24,10,0,60XX TRAFALGAR ST,Kerrisdale,487922.8655,5453217.806
Mischief,2023,8,27,21,0,61XX ALMA ST,Kerrisdale,486386.9938,5453040.143
Mischief,2023,6,22,12,51,61XX HIGHBURY ST,Kerrisdale,486282.9111,5453145.448
Mischief,2023,10,15,1,30,61XX HIGHBURY ST,Kerrisdale,486289.879,5453098.89
Mischief,2023,10,15,3,30,61XX HIGHBURY ST,Kerrisdale,486289.879,5453098.89
Mischief,2023,10,13,2,30,62XX CHURCHILL ST,Kerrisdale,489688.4943,5452943.427
Mischief,2023,12,2,0,55,62XX CHURCHILL ST,Kerrisdale,489688.4943,5452943.427
Mischief,2023,8,21,8,12,63XX MAPLE ST,Kerrisdale,488917.4277,5452858.976
Mischief,2023,10,26,18,0,65XX CYPRESS ST,Kerrisdale,489119.93,5452693.589
Mischief,2023,12,21,13,10,65XX MACDONALD ST,Kerrisdale,487794.0269,5452714.526
Mischief,2023,7,20,18,8,66XX ANGUS DR,Kerrisdale,489228.5294,5452552.083
Mischief,2023,11,17,10,0,69XX ANGUS DR,Kerrisdale,489210.1473,5452224.074
Mischief,2023,10,18,19,0,69XX CHURCHILL ST,Kerrisdale,489669.6587,5452217.961
Mischief,2023,8,21,13,23,6XX PIPELINE RD,Stanley Park,490124.0225,5460752.98
Mischief,2023,7,20,4,41,6XX PIPELINE RD,Stanley Park,490124.2541,5460764.881
Mischief,2023,10,25,3,55,6XX PIPELINE RD,Stanley Park,490124.2541,5460764.881
Mischief,2023,11,15,5,50,6XX PIPELINE RD,Stanley Park,490133.1648,5460752.802
Mischief,2023,5,16,9,0,6XX STANLEY PARK DR,Stanley Park,490575.2458,5460540.235
Mischief,2023,8,15,19,30,70XX ADERA ST,Kerrisdale,489527.0155,5452096.192
Mischief,2023,10,21,16,0,70XX WILTSHIRE ST,Kerrisdale,489306.6568,5452041.983
Mischief,2023,12,14,9,48,72XX BLENHEIM ST,Kerrisdale,486961.0138,5451927.389
Mischief,2023,4,28,22,28,7X N SLOCAN ST,Hastings-Sunrise,496408.6896,5459190.126
Mischief,2023,3,18,16,0,7XX SALSBURY DR,Grandview-Woodland,495024.1015,5458388.948
Mischief,2023,10,31,19,47,7XX TEMPLETON DR,Grandview-Woodland,495645.2725,5458367.611
Mischief,2023,7,30,23,34,7XX TEMPLETON DR,Grandview-Woodland,495645.2791,5458368.444
Mischief,2023,6,10,1,0,7XX VICTORIA DR,Grandview-Woodland,495223.4554,5458343.254
Mischief,2023,1,3,20,0,7XX VICTORIA DR,Grandview-Woodland,495232.3029,5458403.475
Mischief,2023,5,26,2,0,83XX TIDEWATER PL,Kerrisdale,488736.5023,5450953.023
Mischief,2023,8,23,20,5,86XX N LAGOON DR,Stanley Park,489250.313,5460360.61
Mischief,2023,8,24,20,7,86XX N LAGOON DR,Stanley Park,489250.313,5460360.61
Mischief,2023,8,21,20,30,86XX N LAGOON DR,Stanley Park,489339.9921,5460375.76
Mischief,2023,8,21,21,15,89XX N LAGOON DR,Stanley Park,489655.1035,5460468.451
Mischief,2023,4,29,12,26,8XX AVISON WAY,Stanley Park,490531.2051,5460907.127
Mischief,2023,3,29,23,19,8XX NANAIMO ST,Grandview-Woodland,495880.9298,5458223.276
Mischief,2023,12,21,15,15,8XX SALSBURY DR,Grandview-Woodland,495032.7952,5458260.314
Mischief,2023,11,17,0,0,8XX WOODLAND DR,Grandview-Woodland,494712.8393,5458297.475
Mischief,2023,6,28,21,0,91XX STANLEY PARK DR,Stanley Park,489281.9135,5459831.006
Mischief,2023,5,31,0,0,9XX BOUNDARY RD,Hastings-Sunrise,498276.1887,5458217.948
Mischief,2023,1,29,23,0,9XX CLARK DR,Grandview-Woodland,494384.3358,5458212.322
Mischief,2023,2,9,7,28,9XX COMMERCIAL DR,Grandview-Woodland,494942.0656,5458206.835
Mischief,2023,2,13,1,4,9XX COMMERCIAL DR,Grandview-Woodland,494949.0815,5458160.625
Mischief,2023,1,7,20,0,9XX RENFREW ST,Hastings-Sunrise,496795.6894,5458182.895
Mischief,2023,12,21,17,30,9XX SALSBURY DR,Grandview-Woodland,495091.5123,5458211.161
Mischief,2023,9,6,9,39,9XX STANLEY PARK DR,Stanley Park,490762.8629,5460494.283
Mischief,2023,3,24,13,46,ADANAC ST / CASSIAR ST,Hastings-Sunrise,497761.9605,5458297.758
Mischief,2023,4,3,20,20,ADANAC ST / COMMERCIAL DR,Grandview-Woodland,494873.8769,5458315.156
Mischief,2023,5,6,9,30,ADANAC ST / RENFREW ST,Hastings-Sunrise,496791.9338,5458301.874
Mischief,2023,9,10,3,0,ARBUTUS ST / CORNWALL AVE,Kitsilano,488899.3429,5457765.715
Mischief,2023,8,15,18,0,ARBUTUS ST / W 5TH AVE,Kitsilano,488882.6799,5457176.488
Mischief,2023,6,22,20,30,BALACLAVA ST / W BROADWAY AVE,Kitsilano,487341.1567,5456837.968
Mischief,2023,2,4,21,30,BALSAM ST / W BROADWAY AVE,Kitsilano,488358.2296,5456809.742
Mischief,2023,12,31,17,0,BAUER ST / MCSPADDEN AVE,Grandview-Woodland,495096.9632,5457072.959
Mischief,2023,5,30,15,0,BAYSWATER ST / W BROADWAY AVE,Kitsilano,487541.3302,5456832.297
Mischief,2023,10,5,20,0,BLENHEIM ST / W 15TH AVE,Kitsilano,487044.8628,5456242.438
Mischief,2023,10,6,18,0,BLENHEIM ST / W 30TH AVE,Dunbar-Southlands,487000.3223,5454728.654
Mischief,2023,9,4,19,31,BLENHEIM ST / W 4TH AVE,Kitsilano,487073.2981,5457319.772
Mischief,2023,7,28,12,0,BOUNDARY RD / E 4TH AVE,Hastings-Sunrise,498276.9149,5457096.628
Mischief,2023,4,30,18,37,BURRARD ST / CORNWALL AVE,Kitsilano,489414.7138,5457736.884
Mischief,2023,1,1,6,0,CAMOSUN ST / W 27TH AV,Dunbar-Southlands,485682.4928,5455057.613
Mischief,2023,10,27,19,30,CLARK DR / FRANCES ST,Grandview-Woodland,494385.4209,5458526.635
Mischief,2023,8,30,13,50,CLARK DR / VENABLES ST,Grandview-Woodland,494379.9919,5458225.445
Mischief,2023,6,6,20,3,COMMERCIAL DR / E 1ST AVE,Grandview-Woodland,494931.3198,5457427.472
Mischief,2023,8,12,19,20,COMMERCIAL DR / E 1ST AVE,Grandview-Woodland,494931.3198,5457427.472
Mischief,2023,5,8,15,0,COMMERCIAL DR / E 4TH AVE,Grandview-Woodland,494929.274,5457125.935
Mischief,2023,6,16,3,28,COMMERCIAL DR / E HASTINGS ST,Grandview-Woodland,494879.865,5458723.97
Mischief,2023,10,8,2,53,COMMERCIAL DR / E HASTINGS ST,Grandview-Woodland,494879.865,5458723.97
Mischief,2023,5,4,23,30,COMMERCIAL DR / E PENDER ST,Grandview-Woodland,494877.6341,5458616.814
Mischief,2023,12,20,22,25,COTTON DR / E 3RD AVE,Grandview-Woodland,494790.7308,5457229.953
Mischief,2023,7,2,23,31,DUNBAR ST / W 30TH AVE,Dunbar-Southlands,486517.447,5454733.562
Mischief,2023,2,11,14,8,DUNBAR ST / W 31ST AVE,Dunbar-Southlands,486517.1725,5454627.428
Mischief,2023,10,18,22,8,DUNDAS ST / KASLO ST,Hastings-Sunrise,496603.6948,5459114.789
Mischief,2023,4,21,19,20,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496782.9851,5457402.487
Mischief,2023,10,27,23,18,E BROADWAY AVE / LAKEWOOD DR,Grandview-Woodland,495486.8305,5456612.586
Mischief,2023,8,10,13,33,E BROADWAY AVE / NANAIMO ST,Grandview-Woodland,495882.5352,5456597.902
Mischief,2023,6,25,16,16,E BROADWAY AVE / RUPERT ST,Hastings-Sunrise,497539.1887,5456571.057
Mischief,2023,10,22,18,0,E GEORGIA ST / VICTORIA DR,Grandview-Woodland,495227.7243,5458404.796
Mischief,2023,2,16,17,33,E HASTINGS ST / KAMLOOPS ST,Hastings-Sunrise,496030.2701,5458713.925
Mischief,2023,2,11,14,15,E HASTINGS ST / LAKEWOOD DR,Grandview-Woodland,495513.4366,5458715.323
Mischief,2023,12,14,10,0,E HASTINGS ST / PENTICTON ST,Hastings-Sunrise,496219.8763,5458713.391
Mischief,2023,12,3,1,20,E HASTINGS ST / RENFREW ST,Hastings-Sunrise,496797.3881,5458712.213
Mischief,2023,12,23,12,30,E HASTINGS ST / TEMPLETON DR,Grandview-Woodland,495653.3692,5458715
Mischief,2023,5,14,23,0,E PENDER ST / LAKEWOOD DR,Grandview-Woodland,495511.3305,5458611.069
Mischief,2023,5,14,20,0,FERNDALE ST / LAKEWOOD DR,Grandview-Woodland,495509.6342,5458547.246
Mischief,2023,9,21,11,30,FRANKLIN ST / KAMLOOPS ST,Hastings-Sunrise,496030.4147,5458814.156
Mischief,2023,12,18,14,50,FRANKLIN ST / KASLO ST,Hastings-Sunrise,496606.4247,5458812.948
Mischief,2023,3,10,8,10,FRANKLIN ST / MCLEAN DR,Grandview-Woodland,494611.3882,5458833.196
Mischief,2023,12,26,15,11,FRANKLIN ST / RENFREW ST,Hastings-Sunrise,496801.1332,5458812.497
Mischief,2023,1,15,0,0,GRANT ST / WOODLAND DR,Grandview-Woodland,494657.8826,5457634.352
Mischief,2023,7,9,10,0,KASLO ST / WILLIAM ST,Hastings-Sunrise,496590.8704,5457936.777
Mischief,2023,11,14,9,0,KASLO ST / WILLIAM ST,Hastings-Sunrise,496590.8704,5457936.777
Mischief,2023,5,27,11,15,LOVERS WALK / STANLEY PARK DR,Stanley Park,488581.8197,5460905.71
Mischief,2023,6,27,7,43,MAPLE ST / W 45TH AVE,Kerrisdale,488920.2972,5453125.875
Mischief,2023,5,8,15,0,N RENFREW ST / YALE ST,Hastings-Sunrise,496796.7414,5459774.717
Mischief,2023,4,9,18,0,NANAIMO ST / WILLIAM ST,Grandview-Woodland,495884.3646,5457934.515
Mischief,2023,6,16,20,49,PIPELINE RD / STANLEY PARK DR,Stanley Park,489982.5059,5461953.192
Mischief,2023,6,26,1,3,STANLEY PARK CSWY / STANLEY PARK DR,Stanley Park,489637.9411,5462043.386
Mischief,2023,4,14,13,32,TRIMBLE ST / W 10TH AVE,West Point Grey,485005.8136,5456801.27
Mischief,2023,3,4,19,0,VINE ST / W 43RD AVE,Kerrisdale,488352.0742,5453346.516
Mischief,2023,3,5,1,0,VINE ST / W 43RD AVE,Kerrisdale,488352.0742,5453346.516
Mischief,2023,6,6,22,0,W 13TH AVE / YEW ST,Kitsilano,488687.8345,5456382.103
Mischief,2023,10,18,11,29,W 47TH AVE / WEST BLVD,Kerrisdale,488655.4891,5452926.082
Mischief,2023,7,20,17,50,W 49TH AVE / WILTSHIRE ST,Kerrisdale,489327.1155,5452706.858
Offence Against a Person,2023,5,11,0,0,OFFSET TO PROTECT PRIVACY,Stanley Park,0,0
Offence Against a Person,2023,5,27,0,0,OFFSET TO PROTECT PRIVACY,Stanley Park,0,0
Offence Against a Person,2023,9,11,0,0,OFFSET TO PROTECT PRIVACY,Stanley Park,0,0
Offence Against a Person,2023,1,16,0,0,OFFSET TO PROTECT PRIVACY,Stanley Park,0,0
Offence Against a Person,2023,6,10,0,0,OFFSET TO PROTECT PRIVACY,Stanley Park,0,0
Offence Against a Person,2023,5,10,0,0,OFFSET TO PROTECT PRIVACY,Stanley Park,0,0
Offence Against a Person,2023,7,3,0,0,OFFSET TO PROTECT PRIVACY,Stanley Park,0,0
Offence Against a Person,2023,7,4,0,0,OFFSET TO PROTECT PRIVACY,Stanley Park,0,0
Offence Against a Person,2023,4,14,0,0,OFFSET TO PROTECT PRIVACY,Kitsilano,0,0
Offence Against a Person,2023,12,13,0,0,OFFSET TO PROTECT PRIVACY,Stanley Park,0,0
Offence Against a Person,2023,9,16,0,0,OFFSET TO PROTECT PRIVACY,Stanley Park,0,0
Offence Against a Person,2023,5,4,0,0,OFFSET TO PROTECT PRIVACY,Stanley Park,0,0
Offence Against a Person,2023,9,10,0,0,OFFSET TO PROTECT PRIVACY,Stanley Park,0,0
Offence Against a Person,2023,6,18,0,0,OFFSET TO PROTECT PRIVACY,Stanley Park,0,0
Offence Against a Person,2023,6,16,0,0,OFFSET TO PROTECT PRIVACY,Stanley Park,0,0
Offence Against a Person,2023,1,20,0,0,OFFSET TO PROTECT PRIVACY,Stanley Park,0,0
Offence Against a Person,2023,5,6,0,0,OFFSET TO PROTECT PRIVACY,Stanley Park,0,0
Offence Against a Person,2023,12,24,0,0,OFFSET TO PROTECT PRIVACY,Stanley Park,0,0
Offence Against a Person,2023,9,15,0,0,OFFSET TO PROTECT PRIVACY,Stanley Park,0,0
Offence Against a Person,2023,9,17,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0,0
Offence Against a Person,2023,11,9,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0,0
Offence Against a Person,2023,1,26,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0,0
Offence Against a Person,2023,8,24,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0,0
Offence Against a Person,2023,9,13,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0,0
Offence Against a Person,2023,3,19,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0,0
Offence Against a Person,2023,12,2,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0,0
Offence Against a Person,2023,12,22,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0,0
Offence Against a Person,2023,3,31,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0,0
Offence Against a Person,2023,6,11,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0,0
Offence Against a Person,2023,1,24,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0,0
Offence Against a Person,2023,5,17,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0,0
Offence Against a Person,2023,6,25,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0,0
Offence Against a Person,2023,9,13,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0,0
Offence Against a Person,2023,2,18,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0,0
Offence Against a Person,2023,5,29,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0,0
Offence Against a Person,2023,3,17,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0,0
