TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2023,10,8,6,10,14XX COMMERCIAL DR,Grandview-Woodland,49.27198808356204,-123.0696741086647
Break and Enter Commercial,2023,1,17,0,0,14XX E GEORGIA ST,Grandview-Woodland,49.27849480832156,-123.07433247931492
Break and Enter Commercial,2023,7,10,18,30,14XX E GEORGIA ST,Grandview-Woodland,49.27849480832156,-123.07433247931492
Break and Enter Commercial,2023,8,12,0,48,14XX E HASTINGS ST,Grandview-Woodland,49.281276444761325,-123.07474591615625
Break and Enter Commercial,2023,1,5,3,18,14XX E PENDER ST,Grandview-Woodland,49.280381897286404,-123.07556805266597
Break and Enter Commercial,2023,12,6,6,30,14XX GRAVELEY ST,Grandview-Woodland,49.270499510920516,-123.07467612347457
Break and Enter Commercial,2023,5,14,0,0,14XX POWELL ST,Grandview-Woodland,49.28318977928974,-123.07419118253009
Break and Enter Commercial,2023,11,17,0,0,14XX VENABLES ST,Grandview-Woodland,49.27676872358658,-123.07441492123557
Break and Enter Commercial,2023,4,9,2,0,14XX WILLIAM ST,Grandview-Woodland,49.27404707468293,-123.075058285756
Break and Enter Commercial,2023,4,24,5,24,15XX E 1ST AVE,Grandview-Woodland,49.269648456094274,-123.07207206535185
Break and Enter Commercial,2023,6,1,4,24,15XX E BROADWAY AVE,Grandview-Woodland,49.26239276957028,-123.07272523295765
Break and Enter Commercial,2023,5,23,17,0,15XX E PENDER ST,Grandview-Woodland,49.2803657549798,-123.07407539963327
Break and Enter Commercial,2023,7,22,0,24,15XX VENABLES ST,Grandview-Woodland,49.27665946423965,-123.07273990835017
Break and Enter Commercial,2023,5,19,16,0,16XX ADANAC ST,Grandview-Woodland,49.27753677845738,-123.07093785854198
Break and Enter Commercial,2023,7,7,21,41,16XX ADANAC ST,Grandview-Woodland,49.27753677845738,-123.07093785854198
Break and Enter Commercial,2023,5,15,4,1,16XX CYPRESS ST,Kitsilano,49.271044960183524,-123.14779974704314
Break and Enter Commercial,2023,2,2,9,23,16XX E 3RD AVE,Grandview-Woodland,49.26784264894473,-123.07076787575157
Break and Enter Commercial,2023,8,20,0,0,16XX E 3RD AVE,Grandview-Woodland,49.26784264894473,-123.07076787575157
Break and Enter Commercial,2023,9,20,6,31,16XX E 3RD AVE,Grandview-Woodland,49.2677591210509,-123.07061837684537
Break and Enter Commercial,2023,12,6,0,30,16XX E 3RD AVE,Grandview-Woodland,49.2677591210509,-123.07061837684537
Break and Enter Commercial,2023,7,14,20,27,16XX E 4TH AVE,Grandview-Woodland,49.266916974943605,-123.07006775062486
Break and Enter Commercial,2023,4,22,4,59,16XX E BROADWAY AVE,Grandview-Woodland,49.26237116281884,-123.07016541076581
Break and Enter Commercial,2023,11,11,14,21,16XX E HASTINGS ST,Grandview-Woodland,49.28132982909898,-123.0724327074236
Break and Enter Commercial,2023,8,4,0,0,16XX FRANKLIN ST,Grandview-Woodland,49.282246400354545,-123.07223349528005
Break and Enter Commercial,2023,8,11,19,30,16XX FRANKLIN ST,Grandview-Woodland,49.282246400354545,-123.07223349528005
Break and Enter Commercial,2023,7,12,18,0,16XX FRANKLIN ST,Grandview-Woodland,49.282162103427666,-123.07205121649649
Break and Enter Commercial,2023,10,20,0,0,16XX KITCHENER ST,Grandview-Woodland,49.27218112193313,-123.06996923997194
Break and Enter Commercial,2023,10,19,21,0,16XX KITCHENER ST,Grandview-Woodland,49.272180947236514,-123.06993092133217
Break and Enter Commercial,2023,3,1,4,55,16XX NANAIMO ST,Grandview-Woodland,49.26966797686731,-123.0566659834832
Break and Enter Commercial,2023,4,29,14,0,16XX PANDORA ST,Grandview-Woodland,49.283056811899584,-123.07227624807463
Break and Enter Commercial,2023,8,10,0,55,16XX PANDORA ST,Grandview-Woodland,49.283052910964386,-123.07175187421576
Break and Enter Commercial,2023,8,9,4,53,16XX VENABLES ST,Grandview-Woodland,49.276635714027115,-123.07077470001944
Break and Enter Commercial,2023,6,11,3,0,16XX VENABLES ST,Grandview-Woodland,49.276715546591106,-123.07055357171475
Break and Enter Commercial,2023,6,7,0,0,16XX WHYTE AVE,Kitsilano,49.27533431393588,-123.14336222445071
Break and Enter Commercial,2023,2,18,21,49,16XX WHYTE AVE,Kitsilano,49.27591108378001,-123.14176694810982
Break and Enter Commercial,2023,1,16,4,0,16XX WILLIAM ST,Grandview-Woodland,49.273989757927005,-123.07126421197661
Break and Enter Commercial,2023,4,11,2,50,17XX E GEORGIA ST,Grandview-Woodland,49.278516970664306,-123.06983658332547
Break and Enter Commercial,2023,5,3,4,35,17XX E GEORGIA ST,Grandview-Woodland,49.278516970664306,-123.06983658332547
Break and Enter Commercial,2023,5,13,22,3,17XX E GEORGIA ST,Grandview-Woodland,49.278516970664306,-123.06983658332547
Break and Enter Commercial,2023,1,5,4,29,17XX E PENDER ST,Grandview-Woodland,49.280319715442616,-123.06987663133641
Break and Enter Commercial,2023,2,27,0,0,17XX FRANCES ST,Grandview-Woodland,49.27932696689394,-123.0696159709781
Break and Enter Commercial,2023,6,13,4,5,17XX FRANKLIN ST,Grandview-Woodland,49.282216163410446,-123.0694675513875
Break and Enter Commercial,2023,6,23,1,0,17XX HIGHBURY ST,West Point Grey,49.27075717081424,-123.18760481948019
Break and Enter Commercial,2023,1,2,1,9,17XX POWELL ST,Grandview-Woodland,49.28402531150742,-123.06965732916191
Break and Enter Commercial,2023,1,23,3,0,17XX TRAFALGAR ST,Kitsilano,49.27084548935265,-123.16452684498805
Break and Enter Commercial,2023,4,2,5,58,18XX COMMERCIAL DR,Grandview-Woodland,49.26829039891184,-123.06973884908578
Break and Enter Commercial,2023,2,1,6,24,18XX COMMERCIAL DR,Grandview-Woodland,49.26835980090223,-123.06961281003598
Break and Enter Commercial,2023,2,26,0,7,18XX COMMERCIAL DR,Grandview-Woodland,49.26835980090223,-123.06961281003598
Break and Enter Commercial,2023,3,12,4,0,18XX E 5TH AVE,Grandview-Woodland,49.26572984446572,-123.06859515629945
Break and Enter Commercial,2023,10,12,14,59,18XX E GEORGIA ST,Grandview-Woodland,49.278462376818204,-123.06626609539684
Break and Enter Commercial,2023,7,21,6,55,18XX E PENDER ST,Grandview-Woodland,49.280205751155286,-123.06613959541444
Break and Enter Commercial,2023,12,19,1,49,18XX FRANCES ST,Grandview-Woodland,49.279288916605445,-123.06678236183835
Break and Enter Commercial,2023,7,20,2,0,18XX GREER AVE,Kitsilano,49.27348599598505,-123.14745409272855
Break and Enter Commercial,2023,1,6,6,48,18XX LARCH ST,Kitsilano,49.26998576751394,-123.16226643288958
Break and Enter Commercial,2023,3,30,21,0,18XX RENFREW ST,Hastings-Sunrise,49.268131944714746,-123.04418325203494
Break and Enter Commercial,2023,10,6,6,0,18XX VENABLES ST,Grandview-Woodland,49.2766879679903,-123.0657799804066
Break and Enter Commercial,2023,4,19,17,0,18XX W 2ND AVE,Kitsilano,49.26986076276259,-123.14756568296434
Break and Enter Commercial,2023,7,12,20,54,18XX W 4TH AVE,Kitsilano,49.267990115398675,-123.14714689564757
Break and Enter Commercial,2023,3,19,9,30,18XX W 4TH AVE,Kitsilano,49.26798047140952,-123.14657454930392
Break and Enter Commercial,2023,6,5,13,41,18XX W 57TH AVE,Kerrisdale,49.219434569625186,-123.1494731059803
Break and Enter Commercial,2023,9,24,5,34,18XX W 57TH AVE,Kerrisdale,49.219434569625186,-123.1494731059803
Break and Enter Commercial,2023,6,18,8,36,18XX W 6TH AVE,Kitsilano,49.26629033678048,-123.14747157721928
Break and Enter Commercial,2023,5,30,0,0,18XX W 7TH AVE,Kitsilano,49.26553580540196,-123.14763720781532
Break and Enter Commercial,2023,4,9,3,53,18XX YEW ST,Kitsilano,49.26929670905205,-123.15516067641084
Break and Enter Commercial,2023,4,10,1,58,18XX YEW ST,Kitsilano,49.26929670905205,-123.15516067641084
Break and Enter Commercial,2023,11,1,2,9,18XX YORK AVE,Kitsilano,49.27151057392621,-123.14647535479747
Break and Enter Commercial,2023,5,31,5,15,19XX CORNWALL AVE,Kitsilano,49.272537148136614,-123.14910046089466
Break and Enter Commercial,2023,1,8,18,47,19XX E 8TH AVE,Grandview-Woodland,49.26319770186716,-123.06560908036501
Break and Enter Commercial,2023,4,4,21,19,19XX E 8TH AVE,Grandview-Woodland,49.26319770186716,-123.06560908036501
Break and Enter Commercial,2023,4,30,20,0,19XX E HASTINGS ST,Grandview-Woodland,49.28125229142592,-123.06551447321985
Break and Enter Commercial,2023,2,21,4,30,19XX FERNDALE ST,Grandview-Woodland,49.27963009445685,-123.06535126501869
Break and Enter Commercial,2023,1,15,5,6,19XX PANDORA ST,Grandview-Woodland,49.28308379052223,-123.06411859688781
Break and Enter Commercial,2023,1,30,2,0,19XX PANDORA ST,Grandview-Woodland,49.28308379052223,-123.06411859688781
Break and Enter Commercial,2023,1,22,0,0,19XX W 2ND AVE,Kitsilano,49.26988953467342,-123.1493398849597
Break and Enter Commercial,2023,6,1,18,0,19XX W 4TH AVE,Kitsilano,49.26803689842221,-123.15013339614738
Break and Enter Commercial,2023,1,6,7,9,19XX W 4TH AVE,Kitsilano,49.26803193958268,-123.14980958925274
Break and Enter Commercial,2023,7,15,3,30,19XX W 4TH AVE,Kitsilano,49.26802141345348,-123.14911555546043
Break and Enter Commercial,2023,2,20,7,25,19XX W 4TH AVE,Kitsilano,49.268006597800664,-123.14814399144083
Break and Enter Commercial,2023,5,24,3,16,19XX W BROADWAY AVE,Kitsilano,49.26371467452623,-123.14895272258228
Break and Enter Commercial,2023,4,3,6,34,19XX W BROADWAY AVE,Kitsilano,49.26378688270122,-123.1483486113016
Break and Enter Commercial,2023,9,10,7,18,20XX COMMERCIAL DR,Grandview-Woodland,49.266861658987935,-123.0697629670199
Break and Enter Commercial,2023,3,25,2,40,20XX COMMERCIAL DR,Grandview-Woodland,49.2665612365939,-123.06964485912586
Break and Enter Commercial,2023,2,21,10,20,20XX DUNBAR ST,Kitsilano,49.26819314857621,-123.18371603395912
Break and Enter Commercial,2023,1,1,0,50,20XX E HASTINGS ST,Grandview-Woodland,49.281230399557,-123.06346324730923
Break and Enter Commercial,2023,7,13,3,26,20XX E HASTINGS ST,Grandview-Woodland,49.28113570465812,-123.0618591611212
Break and Enter Commercial,2023,2,3,4,30,20XX FRANKLIN ST,Grandview-Woodland,49.282156312407345,-123.06274880649545
Break and Enter Commercial,2023,7,4,19,31,20XX HIGHBURY ST,West Point Grey,49.26835638646537,-123.18757776421033
Break and Enter Commercial,2023,9,7,22,31,20XX TRIUMPH ST,Grandview-Woodland,49.28396357609051,-123.06291738316652
Break and Enter Commercial,2023,9,29,12,52,20XX TRIUMPH ST,Grandview-Woodland,49.28396197808685,-123.0623306705993
Break and Enter Commercial,2023,3,13,1,18,20XX W 10TH AVE,Kitsilano,49.26287815635602,-123.15138179796033
Break and Enter Commercial,2023,4,19,4,30,20XX W 10TH AVE,Kitsilano,49.26287815635602,-123.15138179796033
Break and Enter Commercial,2023,4,6,2,30,20XX W 1ST AVE,Kitsilano,49.27079595071711,-123.1509550956617
Break and Enter Commercial,2023,11,15,21,0,20XX W 41ST AVE,Kerrisdale,49.234532645879625,-123.1546800320444
Break and Enter Commercial,2023,1,8,21,0,20XX W 42ND AVE,Kerrisdale,49.2336388359099,-123.15477143385299
Break and Enter Commercial,2023,1,10,21,0,20XX W 8TH AVE,Kitsilano,49.264788811965126,-123.15229788317087
Break and Enter Commercial,2023,8,8,20,0,20XX W 8TH AVE,Kitsilano,49.264701939099865,-123.15210452703533
Break and Enter Commercial,2023,12,16,1,30,21XX COMMERCIAL DR,Grandview-Woodland,49.26544000245743,-123.06979447747806
Break and Enter Commercial,2023,6,14,9,25,21XX COMMERCIAL DR,Grandview-Woodland,49.26562899831718,-123.06966417994421
Break and Enter Commercial,2023,3,11,6,47,21XX E HASTINGS ST,Grandview-Woodland,49.28121650813827,-123.0615563329229
Break and Enter Commercial,2023,4,26,5,40,21XX E HASTINGS ST,Grandview-Woodland,49.28121588718468,-123.0609289102657
Break and Enter Commercial,2023,2,16,23,51,21XX E HASTINGS ST,Grandview-Woodland,49.2811331259336,-123.06042571585725
Break and Enter Commercial,2023,4,14,4,0,21XX W 12TH AVE,Kitsilano,49.260966296150016,-123.15335312432939
Break and Enter Commercial,2023,6,4,23,0,21XX W 2ND AVE,Kitsilano,49.269977054365434,-123.15491082622636
Break and Enter Commercial,2023,2,6,1,0,21XX W 41ST AVE,Kerrisdale,49.23456789625831,-123.15712771811097
Break and Enter Commercial,2023,10,15,7,0,21XX W 41ST AVE,Kerrisdale,49.234545005373526,-123.15571117120909
Break and Enter Commercial,2023,3,5,7,3,21XX W 41ST AVE,Kerrisdale,49.23454433249554,-123.15566981380545
Break and Enter Commercial,2023,1,26,5,56,21XX W 44TH AVE,Kerrisdale,49.23180202633848,-123.15636498499664
Break and Enter Commercial,2023,7,30,2,56,21XX W 4TH AVE,Kitsilano,49.26815908054731,-123.15284319174354
Break and Enter Commercial,2023,1,16,5,26,22XX ALMA ST,Kitsilano,49.26673080112707,-123.185706071181
Break and Enter Commercial,2023,5,26,0,10,22XX CAMBRIDGE ST,Grandview-Woodland,49.28665151696722,-123.05861631063742
Break and Enter Commercial,2023,2,8,5,8,22XX CLARK DR,Grandview-Woodland,49.26504740099294,-123.07737426520468
Break and Enter Commercial,2023,4,22,5,6,22XX COMMERCIAL DR,Grandview-Woodland,49.2646507081169,-123.0698115308906
Break and Enter Commercial,2023,10,6,5,30,22XX COMMERCIAL DR,Grandview-Woodland,49.264614748791494,-123.0696865321498
Break and Enter Commercial,2023,12,6,6,17,22XX E 1ST AVE,Grandview-Woodland,49.2695485255744,-123.05955375789645
Break and Enter Commercial,2023,4,27,5,40,22XX E BROADWAY AVE,Grandview-Woodland,49.2622898749007,-123.05944967735674
Break and Enter Commercial,2023,7,16,23,28,22XX E BROADWAY AVE,Grandview-Woodland,49.2622898749007,-123.05944967735674
Break and Enter Commercial,2023,1,30,5,56,22XX E HASTINGS ST,Grandview-Woodland,49.28121453072293,-123.05963222784791
Break and Enter Commercial,2023,3,17,5,24,22XX E HASTINGS ST,Grandview-Woodland,49.28121397413866,-123.05926288366027
Break and Enter Commercial,2023,2,9,0,0,22XX E HASTINGS ST,Grandview-Woodland,49.28113117334741,-123.05889378253075
Break and Enter Commercial,2023,2,2,2,56,22XX E HASTINGS ST,Grandview-Woodland,49.28113044556584,-123.05841368251532
Break and Enter Commercial,2023,4,16,17,29,22XX W 1ST AVE,Kitsilano,49.270883785955604,-123.15634176738101
Break and Enter Commercial,2023,5,19,23,5,22XX W 43RD AVE,Kerrisdale,49.23273242235615,-123.15929591482023
Break and Enter Commercial,2023,2,12,2,39,22XX W 4TH AVE,Kitsilano,49.268222085627265,-123.15711312510145
Break and Enter Commercial,2023,6,4,5,20,22XX W 4TH AVE,Kitsilano,49.268194441771264,-123.15521083704866
Break and Enter Commercial,2023,6,14,6,0,22XX W 4TH AVE,Kitsilano,49.268194441771264,-123.15521083704866
Break and Enter Commercial,2023,5,7,23,0,22XX W 5TH AVE,Kitsilano,49.26733682774252,-123.15548029171848
Break and Enter Commercial,2023,1,8,1,11,23XX CASSIAR ST,Hastings-Sunrise,49.2637045476385,-123.03107768264367
Break and Enter Commercial,2023,7,8,2,3,23XX OXFORD ST,Grandview-Woodland,49.28574278296575,-123.05733751175296
Break and Enter Commercial,2023,11,12,10,28,23XX W 2ND AVE,Kitsilano,49.2700400603051,-123.1589547741907
Break and Enter Commercial,2023,1,27,21,0,23XX W 4TH AVE,Kitsilano,49.268191272415585,-123.15919317910247
Break and Enter Commercial,2023,1,6,5,45,24XX BALACLAVA ST,Kitsilano,49.26454586304486,-123.1739161896933
Break and Enter Commercial,2023,5,24,14,55,24XX BALACLAVA ST,Kitsilano,49.26454586304486,-123.1739161896933
Break and Enter Commercial,2023,2,7,0,46,24XX BURRARD ST,Kitsilano,49.26462580760098,-123.14580079568171
Break and Enter Commercial,2023,11,20,14,50,24XX CORNWALL AVE,Kitsilano,49.27270769747831,-123.16027399632549
Break and Enter Commercial,2023,6,14,18,30,24XX E 1ST AVE,Hastings-Sunrise,49.26937057128168,-123.05532430592744
Break and Enter Commercial,2023,1,3,5,30,24XX E HASTINGS ST,Hastings-Sunrise,49.28112738458357,-123.05637249455405
Break and Enter Commercial,2023,3,13,22,47,24XX E HASTINGS ST,Hastings-Sunrise,49.28112709007019,-123.05610897291123
Break and Enter Commercial,2023,4,6,7,2,24XX E HASTINGS ST,Hastings-Sunrise,49.28120832903515,-123.05520524926776
Break and Enter Commercial,2023,2,6,4,30,24XX E HASTINGS ST,Hastings-Sunrise,49.281208076920315,-123.05497937340739
Break and Enter Commercial,2023,3,8,12,0,24XX GARDEN DR,Grandview-Woodland,49.26270062249405,-123.05808896158959
Break and Enter Commercial,2023,9,25,4,0,24XX MAPLE ST,Kitsilano,49.264436851806344,-123.15045457693289
Break and Enter Commercial,2023,9,19,4,30,24XX MCGILL ST,Hastings-Sunrise,49.28881218222033,-123.05598756611775
Break and Enter Commercial,2023,12,23,5,20,24XX NANAIMO ST,Grandview-Woodland,49.26246095968339,-123.05664676290634
Break and Enter Commercial,2023,6,30,6,6,24XX POINT GREY RD,Kitsilano,49.27353506977843,-123.15992100591373
Break and Enter Commercial,2023,9,14,7,54,24XX STEPHENS ST,Kitsilano,49.26414467045785,-123.16642036330956
Break and Enter Commercial,2023,7,30,0,0,24XX YORK AVE,Kitsilano,49.27183636796697,-123.16035245899425
Break and Enter Commercial,2023,12,14,19,0,25XX E HASTINGS ST,Hastings-Sunrise,49.28112410051791,-123.05365351465784
Break and Enter Commercial,2023,11,3,0,0,25XX E HASTINGS ST,Hastings-Sunrise,49.281204623548696,-123.05240295353349
Break and Enter Commercial,2023,9,16,21,0,25XX E HASTINGS ST,Hastings-Sunrise,49.28112222795056,-123.05230319620293
Break and Enter Commercial,2023,4,20,5,20,25XX MAPLE ST,Kitsilano,49.26315709494276,-123.15062688925248
Break and Enter Commercial,2023,12,31,2,31,26XX ARBUTUS ST,Kitsilano,49.26251610457225,-123.1529214345246
Break and Enter Commercial,2023,12,31,6,0,26XX ARBUTUS ST,Kitsilano,49.26251610457225,-123.1529214345246
Break and Enter Commercial,2023,1,18,22,1,26XX E HASTINGS ST,Hastings-Sunrise,49.28120330219433,-123.05143996403702
Break and Enter Commercial,2023,5,23,0,0,26XX E HASTINGS ST,Hastings-Sunrise,49.28112077133271,-123.0512377621294
Break and Enter Commercial,2023,6,2,0,9,26XX E HASTINGS ST,Hastings-Sunrise,49.28120292985998,-123.05116427225154
Break and Enter Commercial,2023,3,11,7,0,26XX E HASTINGS ST,Hastings-Sunrise,49.28112054082038,-123.05106760925452
Break and Enter Commercial,2023,7,18,5,0,26XX E HASTINGS ST,Hastings-Sunrise,49.28120254125163,-123.05088318927136
Break and Enter Commercial,2023,12,15,7,47,26XX E HASTINGS ST,Hastings-Sunrise,49.281201641768135,-123.05022518225296
Break and Enter Commercial,2023,3,10,17,0,26XX E HASTINGS ST,Hastings-Sunrise,49.28120130173503,-123.04997210158547
Break and Enter Commercial,2023,11,16,0,0,26XX E HASTINGS ST,Hastings-Sunrise,49.281118350005265,-123.04946620721073
Break and Enter Commercial,2023,10,27,0,0,26XX W BROADWAY AVE,Kitsilano,49.26400669699008,-123.16605494353227
Break and Enter Commercial,2023,4,3,3,15,27XX ARBUTUS ST,Kitsilano,49.26179117662798,-123.15307383513816
Break and Enter Commercial,2023,1,26,1,12,27XX E HASTINGS ST,Hastings-Sunrise,49.28119657203455,-123.04718641235263
Break and Enter Commercial,2023,2,6,0,16,27XX E HASTINGS ST,Hastings-Sunrise,49.28119657203455,-123.04718641235263
Break and Enter Commercial,2023,3,31,23,0,27XX E HASTINGS ST,Hastings-Sunrise,49.28119657203455,-123.04718641235263
Break and Enter Commercial,2023,12,24,2,0,27XX E HASTINGS ST,Hastings-Sunrise,49.28119657203455,-123.04718641235263
Break and Enter Commercial,2023,12,25,11,50,27XX E HASTINGS ST,Hastings-Sunrise,49.28119657203455,-123.04718641235263
Break and Enter Commercial,2023,3,15,19,30,27XX W 4TH AVE,Kitsilano,49.268318390205174,-123.16677699238568
Break and Enter Commercial,2023,8,16,2,52,27XX W BROADWAY AVE,Kitsilano,49.26402428922925,-123.16734094970455
Break and Enter Commercial,2023,9,11,5,0,28XX E 1ST AVE,Hastings-Sunrise,49.26934869404188,-123.04686425234594
Break and Enter Commercial,2023,4,19,3,20,28XX E 1ST AVE,Hastings-Sunrise,49.26961728413932,-123.0445147024402
Break and Enter Commercial,2023,4,21,20,5,28XX E HASTINGS ST,Hastings-Sunrise,49.281113705604234,-123.04587558125782
Break and Enter Commercial,2023,4,24,6,30,28XX E HASTINGS ST,Hastings-Sunrise,49.281113705604234,-123.04587558125782
Break and Enter Commercial,2023,12,5,11,30,28XX E HASTINGS ST,Hastings-Sunrise,49.28119661169105,-123.04431452541867
Break and Enter Commercial,2023,2,23,15,40,28XX W 4TH AVE,Kitsilano,49.268364140693336,-123.1699188161173
Break and Enter Commercial,2023,12,5,21,27,29XX E HASTINGS ST,Hastings-Sunrise,49.28119689496204,-123.04387866080799
Break and Enter Commercial,2023,6,12,9,0,29XX E HASTINGS ST,Hastings-Sunrise,49.28111464314578,-123.04387845308767
Break and Enter Commercial,2023,3,19,7,48,29XX GRAVELEY ST,Hastings-Sunrise,49.27036936968545,-123.04369682880144
Break and Enter Commercial,2023,5,28,0,0,29XX W 4TH AVE,Kitsilano,49.26847449338698,-123.17222173049805
Break and Enter Commercial,2023,12,20,2,0,29XX W 4TH AVE,Kitsilano,49.26847449338698,-123.17222173049805
Break and Enter Commercial,2023,1,27,12,0,29XX W 4TH AVE,Kitsilano,49.2683868482635,-123.17165073735625
Break and Enter Commercial,2023,1,8,14,4,29XX W 4TH AVE,Kitsilano,49.268385620342656,-123.17152055752969
Break and Enter Commercial,2023,2,15,6,38,29XX W 4TH AVE,Kitsilano,49.268384793431515,-123.17143526651343
Break and Enter Commercial,2023,12,14,21,0,29XX W 4TH AVE,Kitsilano,49.268384793431515,-123.17143526651343
Break and Enter Commercial,2023,2,6,8,43,29XX W BROADWAY AVE,Kitsilano,49.26408484478442,-123.17120914844986
Break and Enter Commercial,2023,2,21,2,22,29XX W BROADWAY AVE,Kitsilano,49.26407568510008,-123.1708888446668
Break and Enter Commercial,2023,6,8,22,0,2X NANAIMO ST,Grandview-Woodland,49.28452637477572,-123.05658989282921
Break and Enter Commercial,2023,2,9,3,1,30XX W BROADWAY AVE,Kitsilano,49.264107246440666,-123.172488877448
Break and Enter Commercial,2023,2,16,3,32,30XX W BROADWAY AVE,Kitsilano,49.264107246440666,-123.172488877448
Break and Enter Commercial,2023,3,12,4,40,31XX MACDONALD ST,Kitsilano,49.25811061803586,-123.16828372982306
Break and Enter Commercial,2023,9,3,16,9,31XX W 4TH AVE,Kitsilano,49.26841471273228,-123.17480244795365
Break and Enter Commercial,2023,1,15,19,0,32XX W 4TH AVE,Kitsilano,49.268456822303285,-123.17748518974034
Break and Enter Commercial,2023,10,10,10,20,32XX W 4TH AVE,Kitsilano,49.268536778046276,-123.17736973387882
Break and Enter Commercial,2023,12,11,18,0,32XX W 4TH AVE,Kitsilano,49.268536778046276,-123.17736973387882
Break and Enter Commercial,2023,1,3,22,28,32XX W 4TH AVE,Kitsilano,49.268449315364116,-123.1771132380173
Break and Enter Commercial,2023,6,22,23,0,32XX W 4TH AVE,Kitsilano,49.268449315364116,-123.1771132380173
Break and Enter Commercial,2023,3,11,6,5,32XX W BROADWAY AVE,Kitsilano,49.26417956388759,-123.176905869676
Break and Enter Commercial,2023,6,10,4,0,33XX E 4TH AVE,Hastings-Sunrise,49.266671784046736,-123.03194148339794
Break and Enter Commercial,2023,12,25,5,8,33XX E BROADWAY AVE,Hastings-Sunrise,49.261936400946375,-123.0335685071257
Break and Enter Commercial,2023,3,18,19,1,34XX BRIDGEWAY,Hastings-Sunrise,49.289578269826315,-123.03001005480331
Break and Enter Commercial,2023,4,2,6,15,34XX E HASTINGS ST,Hastings-Sunrise,49.281140047441895,-123.03058364336367
Break and Enter Commercial,2023,1,26,0,0,34XX E HASTINGS ST,Hastings-Sunrise,49.28118178837492,-123.03053709961196
Break and Enter Commercial,2023,11,30,22,0,34XX W BROADWAY AVE,Kitsilano,49.264248609404966,-123.18101864642543
Break and Enter Commercial,2023,9,28,14,6,35XX GRAVELEY ST,Hastings-Sunrise,49.27036559130136,-123.02653036319252
Break and Enter Commercial,2023,4,17,21,0,35XX LOUGHEED HWY,Hastings-Sunrise,49.264012533294256,-123.02772382626529
Break and Enter Commercial,2023,8,28,17,0,35XX LOUGHEED HWY,Hastings-Sunrise,49.264012533294256,-123.02772382626529
Break and Enter Commercial,2023,1,30,4,0,35XX W 41ST AVE,Dunbar-Southlands,49.23472271932644,-123.18213034579031
Break and Enter Commercial,2023,3,22,5,42,35XX W 4TH AVE,Kitsilano,49.268620334838104,-123.18314118622214
